class_label,document
negative,"http://www.marketwatch.com/story/august-gold-settles-at-129930oz-down-540-or-04-2018-06-01august gold settles at $1,299.30/oz, down $5.40, or 0.4%"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-jumps-to-rs-32350-silver-rallies-by-rs-250-per-kg/article25296936.eceGold jumps to Rs 32,350; silver rallies by Rs 250 per kg"
neutral,http://www.marketwatch.com/story/gold-futures-hold-06-gain-after-jobless-claims-2011-03-31gold futures hold 0.6% gain after jobless claims
negative,"http://www.marketwatch.com/story/gold-heads-lower-changing-direction-2010-06-23gold heads lower, changing direction"
positive,http://www.marketwatch.com/story/august-gold-ends-the-week-with-a-gain-of-35-2008-06-20august gold ends the week with a gain of 3.5%
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-plunges-to-nearly-3-week-low-of-rs-29100/articleshow/59217209.cmsgold plunges to nearly 3-week low of rs 29,100"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-falls-to-rs-31700-silver-plunges-by-rs-535-per-kg/article22805913.eceGold falls to Rs 31,700; silver plunges by Rs 535 per kg"
positive,https://www.moneycontrol.com/news/business/commodities/gold-futures-up-0-36-on-positive-global-cues-3149011.htmlgold futures up 0.36% on positive global cues
negative,"http://www.marketwatch.com/story/gold-ends-lower-on-higher-dollar-low-volumes-2012-07-05gold ends lower on higher dollar, low volumes"
positive,"http://www.marketwatch.com/story/gold-futures-up-1440-at-121260-an-ounce-2010-05-26gold futures up $14.40 at $1,212.60 an ounce"
positive,https://economictimes.indiatimes.com/markets/commodities/gold-buying-in-india-set-to-rise-15/articleshow/7821374.cmsgold buying in india set to rise 15%
none,"https://economictimes.indiatimes.com/opinion/interviews/expect-silver-to-outperform-gold-over-next-2-3-years-juerg-kiener-swiss-asia-capital/articleshow/16767372.cmsexpect silver to outperform gold over next 2-3 years: juerg kiener, swiss asia capital"
positive,http://www.investing.com/news/commodities-news/gold-steady-near-3-month-high-ahead-of-u.s.-data-292669Gold steady near 3-month high ahead of U.S. data
negative,"http://www.marketwatch.com/story/june-gold-settles-4-or-03-lower-at-129180oz-2016-05-03june gold settles $4, or 0.3%, lower at $1,291.80/oz."
positive,"http://www.marketwatch.com/story/gold-closes-15-higher-at-162180-an-ounce-2012-07-03gold closes 1.5% higher at $1,621.80 an ounce"
negative,http://www.marketwatch.com/story/gold-dips-as-dollar-finds-some-support-2010-03-08gold dips as dollar finds some support
positive,http://www.marketwatch.com/story/gold-rises-as-deepening-financial-turmoil-triggers-purchase-2008-09-17gold rises as deepening financial turmoil triggers purchase
positive,"http://www.marketwatch.com/story/gold-prices-turn-positive-after-jobs-report-2015-09-04gold prices turn positive after jobs report,"
negative,http://www.marketwatch.com/story/gold-holds-early-loss-after-march-housing-start-data-2017-04-18Gold holds early loss after March housing start data
none,https://www.metalsdaily.com/link/278315/sharps-pixley-chinas-sge-gold-withdrawals-higher-in-q1.htmsharps pixley: china's sge gold withdrawals higher in q1
none,https://www.metalsdaily.com/link/281929/commerzbank-gold-etf-outflows-continue-at-start-of-august.htmcommerzbank : gold etf outflows continue at start of august
none,http://www.marketwatch.com/story/placer-dome-sees-892k-oz-of-gold-product-in-04placer dome sees 892k oz. of gold product in '04
positive,"http://www.investing.com/news/commodities-news/gold-prices-ease-in-asia-on-dollar-prospects,-hk-china-markets-shut-311538gold prices ease in asia on dollar prospects, hk china markets shut"
none,https://www.thehindubusinessline.com/economy/world-gold-council-sets-up-full-fledged-local-unit/article23112753.eceWorld Gold Council sets up full-fledged local unit
negative,http://www.marketwatch.com/story/april-gold-falls-150-to-end-at-over-1-wk-low-of-55170oz-2006-03-22april gold falls $1.50 to end at over 1-wk low of $551.70/oz
negative,https://www.metalsdaily.com/link/281379/standard-chartered-summer-lull-is-lowering-the-floor-in-gold-prices-.htmstandard chartered : summer lull is lowering the floor in gold prices
none,http://www.marketwatch.com/story/barrick-gold-board-hikes-quarterly-dividend-by-33-2008-05-06barrick gold board hikes quarterly dividend by 33%
none,"https://www.thehindubusinessline.com/markets/stock-markets/gold-turns-a-wealth-destroyer-bites-dust/article20704586.ece1Gold: Turns a wealth destroyer, bites dust"
positive,http://www.investing.com/news/commodities-news/gold-prices-edges-higher-as-dollar-softens-939084Gold Prices Edges Higher as U.S. Dollar Softens
positive,http://www.marketwatch.com/story/gold-futures-gain-28-for-the-month-2016-07-29Gold futures gain 2.8% for the month
negative,"http://www.investing.com/news/commodities-news/gold-prices-hold-gains-in-asia-on-risk-after-deadly-paris-attacks-371549Gold prices head lower in Asia, but find risk support"
neutral,"https://www.thehindubusinessline.com/markets/gold/gold-steady-just-above-1200oz-as-dollar-jumps-to-fresh-1month-high/article7247108.eceGold steady just above $1,200/oz as dollar jumps to fresh 1-month high"
negative,http://www.marketwatch.com/story/gold-suffers-weakest-third-quarter-global-demand-in-8-years-2017-11-09gold suffers weakest third-quarter global demand in 8 years
none,http://www.marketwatch.com/story/is-americas-great-real-estate-gold-rush-in-trouble-2002-10-19is america's great real estate gold rush in trouble?
positive,https://www.thehindubusinessline.com/markets/gold/gold-holds-gains-on-weak-dollar-rising-stocks-cap-gains/article9238832.eceGold holds gains on weak dollar; rising stocks cap gains
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-31167/article23693502.eceGold futures fall to Rs 31,167 per 10 gm"
negative,"http://www.marketwatch.com/story/gold-settles-02-lower-at-173180-an-ounce-2011-12-06gold settles 0.2% lower at $1,731.80 an ounce"
negative,"http://www.marketwatch.com/story/august-gold-down-30-cents-to-settle-at-126860oz-2017-06-13August gold down 30 cents to settle at $1,268.60/oz"
negative,"http://www.marketwatch.com/story/dec-gold-at-130720oz-in-electronic-trading-down-from-130820-settlement-2016-11-02Dec. gold at $1,307.20/oz in electronic trading, down from $1,308.20 settlement"
negative,http://www.marketwatch.com/story/philadelphia-gold-silver-index-falls-22-2004-03-02philadelphia gold & silver index falls 2.2%
none,https://www.metalsdaily.com/link/276120/another-positive-year-ahead-for-gold-says-the-world-gold-council.htmanother positive year ahead for gold says the world gold council
neutral,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-sideways-today-angel-commodities-7-2733611.htmlGold prices to trade sideways today: Angel Commodities
none,"http://www.marketwatch.com/story/dec-gold-at-128880oz-in-electronic-trading-after-128890-comex-settlement-2017-10-11Dec. gold at $1,288.80/oz in electronic trading after $1,288.90 Comex settlement"
negative,http://www.investing.com/news/commodities-news/gold-prices-still-lower-but-downside-seen-limited-1062010Gold Prices Still Lower But Downside Seen Limited
negative,"http://www.marketwatch.com/story/gold-falls-on-stronger-dollar-higher-bond-yields-2007-06-08gold falls on stronger dollar, higher bond yields"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-silver-recover-modestly-on-fresh-buying/articleshow/18241123.cmsgold, silver recover modestly on fresh buying"
negative,http://www.marketwatch.com/story/gold-closes-lower-for-the-session-to-post-weekly-loss-of-17-2018-02-23gold closes lower for the session to post weekly loss of 1.7%
positive,"https://www.thehindubusinessline.com/opinion/columns/g-chandrashekhar/gold-silver-firming-up-but-roadblocks-ahead/article20507194.ece1Gold, silver firming up; but roadblocks ahead"
negative,"http://www.marketwatch.com/story/gold-prices-fall-for-the-day-lose-25-for-the-week-2017-03-03Gold prices fall for the day, lose 2.5% for the week"
positive,http://www.marketwatch.com/story/spot-gold-quoted-at-474-in-asia-trade-2005-10-17spot gold quoted at $474 in asia trade
negative,http://www.marketwatch.com/story/gold-prices-drop-for-7th-straight-session-2017-03-08Gold prices drop for 7th straight session
none,https://economictimes.indiatimes.com/opinion/et-commentary/our-bullion-dollar-troubles-can-end-if-india-goes-for-gold/articleshow/25538428.cmsour bullion-dollar troubles can end if india goes for gold
negative,"https://www.moneycontrol.com/news/business/markets/-2061383.htmlGold prices down in Mumbai, Delhi, Ahmedabad market"
negative,"http://www.marketwatch.com/story/gold-losses-moderate-after-philly-fed-lei-data-2010-01-21gold losses moderate after philly fed, lei data"
none,https://www.moneycontrol.com/news/business/markets/-1076845.htmlavoid buying gold for next 2-3 months: barratt
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-per-gram-check-out-current-gold-price-per-gram/articleshow/61180747.cmsgold price chart: find all the latest gold rate chart and news
positive,"https://www.moneycontrol.com/news/business/markets/gold-price-climb-tames-buyingchina-blunts-demandindia-1048652.htmlgold price climb tames buying in china, blunts demand in india"
positive,http://www.investing.com/news/commodities-news/gold-prices-gain-slightly-in-asia-in-muted-holiday-trade-278292Gold prices gain slightly in Asia in muted holiday trade
negative,"http://www.marketwatch.com/story/gold-falls-more-oil-adds-to-gains-after-fomc-2013-03-20gold falls more, oil adds to gains after fomc"
none,https://www.metalsdaily.com/link/283053/sharps-pixley-watch-gld-for-gold-price-guidance.htmsharps pixley: watch gld for gold price guidance
positive,"http://www.marketwatch.com/story/sibanye-gold-profit-up-85-on-year-revenue-up-44-2016-08-25Sibanye Gold profit up 85% on year, revenue up 44%"
negative,"http://www.marketwatch.com/story/june-gold-ends-down-10-or-1-at-95170june gold ends down $10, or 1%, at $951.70"
none,https://www.thehindubusinessline.com/markets/commodities/A-Chennai-housewife-forecasts-gold-price-for-major-producer/article20114179.eceA Chennai housewife forecasts gold price for major producer
none,https://economictimes.indiatimes.com/markets/commodities/price-of-black-gold-eases-as-fssai-releases-pepper-stock/articleshow/27494015.cmsprice of 'black gold' eases as fssai releases pepper stock
positive,http://www.marketwatch.com/story/gold-turns-a-bit-higher-as-ice-us-dollar-index-trades-near-session-lows-2017-10-25Gold turns a bit higher as ICE U.S. Dollar Index trades near session lows
none,https://www.thehindubusinessline.com/markets/gold/gold-etfs-see-rs-679-cr-outflow-in-10-months/article22721147.eceGold ETFs see Rs 679 cr outflow in 10 months
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-27861-per-10-gm/article9463173.eceGold futures fall to Rs 27,861 per 10 gm"
none,http://www.marketwatch.com/story/sweeter-than-gold-or-oil-2006-04-28sweeter than gold or oil
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-slip-ahead-of-us-fed-policy-meet/articleshow/59121042.cmsgold, silver slip ahead of us fed policy meet"
negative,http://www.marketwatch.com/story/gold-futures-lose-ground-in-late-morning-trade-2004-11-15gold futures lose ground in late morning trade
none,http://www.marketwatch.com/story/tokyo-shares-fall-after-holiday-goldtokyo shares fall after holiday; gold miners up in sydney
none,https://www.moneycontrol.com/news/business/markets/see-gold-around-rs-23k-24k10gm-next-diwali-anand-rathi-1620219.htmlsee gold around rs 23k-24k/10gm next diwali: anand rathi
positive,http://www.investing.com/news/commodities-news/gold-prices-move-higher-with-us-inflation-data-in-focus-541012Gold Prices Move Higher with U.S. Inflation Data in Focus
negative,http://www.marketwatch.com/story/gold-settles-modestly-higher-after-touching-lowest-levels-since-mid-august-2017-09-28Gold settles modestly higher after touching lowest levels since mid-August
positive,http://www.marketwatch.com/story/gold-prices-climb-more-than-2-for-the-week-2017-05-19Gold prices climb more than 2% for the week
positive,"https://www.moneycontrol.com/news/business/economy/gold-creeps-back-above-1270oz-as-dollar-steadies-yields-slip-2430995.htmlGold creeps back above $1,270/oz as dollar steadies, yields slip"
negative,"http://www.marketwatch.com/story/april-gold-settles-at-124510oz-down-1430-or-11-2016-03-14april gold settles at $1,245.10/oz, down $14.30, or 1.1%"
positive,http://www.marketwatch.com/story/gold-futures-mark-highest-settlement-since-april-28-2017-05-17Gold futures mark highest settlement since April 28
positive,http://www.marketwatch.com/story/gold-closes-higher-as-oil-price-rises-copper-hit-by-strike-2006-08-07gold closes higher as oil price rises; copper hit by strike
positive,"http://www.marketwatch.com/story/crude-gold-futures-extend-gains-after-data-2012-10-04crude, gold futures extend gains after data"
positive,"http://www.marketwatch.com/story/dec-gold-gains-1830-or-14-to-settle-at-129650oz-2017-11-17Dec. gold gains $18.30, or 1.4%, to settle at $1,296.50/oz"
negative,http://www.marketwatch.com/story/feb-gold-falls-150-to-close-at-63090oz-in-ny-2006-12-14feb. gold falls $1.50 to close at $630.90/oz in ny
none,"https://www.moneycontrol.com/news/business/markets/-1827701.htmlakshaya tritiya: are you buying coins, bars or gold etfs?"
positive,http://www.marketwatch.com/story/comex-gold-closes-at-highest-since-dec-11-2014-01-17comex gold closes at highest since dec. 11
positive,"http://www.marketwatch.com/story/gold-silver-and-copper-futures-climb-to-multi-week-highs-2007-07-20gold, silver and copper futures climb to multi-week highs"
negative,https://economictimes.indiatimes.com/articleshow/3356218.cmsprecious metals led by gold plunge to over 7-month lows
none,https://www.metalsdaily.com/link/281431/the-case-for-gold-is-not-about-price.htmthe case for gold is not about price
positive,"https://www.moneycontrol.com/news/business/markets/-1918205.htmlcommodity complex: get tips to trade gold, silver, crude"
positive,"https://www.moneycontrol.com/news/business/gold-extends-gains-on-global-cues-jewellers-buying-2566179.htmlGold extends gains on global cues, jewellers' buying"
negative,http://www.marketwatch.com/story/gold-briefly-turns-negative-after-jobs-report-2017-05-05Gold briefly turns negative after jobs report
positive,http://www.marketwatch.com/story/aug-gold-rises-120-to-42470oz-in-ny-2005-07-27aug gold rises $1.20 to $424.70/oz in ny
positive,https://www.moneycontrol.com/news/business/markets/-1185149.htmlmcx gold june contract advances
none,"http://www.marketwatch.com/story/canadian-stocks-turn-lower-gold-materials-weigh-2010-08-13canadian stocks turn lower; gold, materials weigh"
positive,"http://www.marketwatch.com/story/april-gold-last-up-1-or-660-at-657oz-2007-01-31april gold last up 1%, or $6.60, at $657/oz"
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-track-gold-price-in-india-and-market-outlook/articleshow/60254418.cmsgold rate today: track gold price in india and market outlook
none,https://www.moneycontrol.com/news/business/economy/january-gold-imports-plunge-to-17-month-low-on-subdued-demand-gfms-2499903.htmlJanuary gold imports plunge to 17-month low on subdued demand: GFMS
positive,"http://www.marketwatch.com/story/gold-silver-futures-end-the-week-higher-2006-09-01gold, silver futures end the week higher"
negative,http://www.investing.com/news/commodities-news/gold-dips-on-expectations-that-fed-remains-set-to-raise-rates-next-year-317392gold dips on expectations that fed remains set to raise rates next year
negative,http://www.marketwatch.com/story/gold-turns-modestly-lower-2010-06-30gold turns modestly lower
none,http://www.marketwatch.com/story/ubs-is-predicting-a-major-gold-rally-this-year-2013-02-25ubs is predicting a 'major gold rally' this year
none,https://www.moneycontrol.com/news/business/markets/-1762017.htmlindian gold importers await price direction
positive,http://www.marketwatch.com/story/gold-cautiously-adds-to-january-gain-as-fed-update-awaited-2017-02-01Gold prices edge up after Fed holds steady on rates
positive,http://www.marketwatch.com/story/gold-nears-multiweek-low-as-bias-tilts-to-higher-interest-rates-2016-08-09Gold futures post modest gains to end two-session skid
positive,"https://economictimes.indiatimes.com/news/economy/indicators/high-inflation-prompting-more-gold-buys-says-rbi-governor-d-subbarao/articleshow/18809466.cmshigh inflation prompting more gold buys, says rbi governor d subbarao"
negative,http://www.investing.com/news/commodities-news/gold-edges-lower-ahead-of-federal-reserve-statement-320667Gold edges lower ahead of Federal Reserve statement
none,"http://www.marketwatch.com/story/hedge-funds-short-stocks-bid-up-gold-2012-06-25hedge funds short stocks, bid up gold"
negative,http://www.marketwatch.com/story/gold-futures-log-first-loss-in-five-sessions-2014-07-03gold futures log first loss in five sessions
negative,http://www.marketwatch.com/story/gold-futures-edge-lower-in-morning-trading-2007-07-05gold futures edge lower in morning trading
none,https://www.metalsdaily.com/link/277138/saxo-bank-optimistic-about-gold-price.htmsaxo bank optimistic about gold price
positive,"https://www.thehindubusinessline.com/markets/commodities/Gold-at-a-new-high-of-Rs-2477010-grams/article20317958.eceGold at a new high of Rs 24,770/10 grams"
positive,http://www.marketwatch.com/story/gold-futures-inch-up-in-electronic-trading-after-fomc-minutes-2017-01-04Gold futures inch up in electronic trading after FOMC minutes
none,http://www.marketwatch.com/story/spdr-gold-holdings-hit-new-recordspdr gold holdings hit new record above 900 tons
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-price-climb-on-safe-haven-demand/articleshow/66050681.cmsGold rate today: Gold, silver price climb on safe-haven demand"
positive,http://www.marketwatch.com/story/nymex-gold-closes-above-363-an-ounce-2003-08-11gold contract tops $363 an ounce
positive,https://www.thehindubusinessline.com/markets/gold/gold-rises-on-renewed-concerns-over-us-china-trade-war/article23412125.eceGold rises on renewed concerns over US-China trade war
positive,http://www.marketwatch.com/story/dec-gold-climbs-390-to-two-week-high-at-47320oz-2005-10-06dec gold climbs $3.90 to two-week high at $473.20/oz
none,https://www.metalsdaily.com/link/273959/charts-gold-prices-look-to-fed-speak-for-possible-breakout-trigger.htmcharts : gold prices look to fed-speak for possible breakout trigger
neutral,https://www.thehindubusinessline.com/markets/gold/gold-little-changed-amid-steady-dollar-ahead-of-us-jobs-report/article9940588.eceGold little changed amid steady dollar ahead of US jobs report
positive,https://economictimes.indiatimes.com/markets/commodities/gold-futures-bounce-back-on-global-cues-short-covering/articleshow/10138651.cmsgold futures bounce back on global cues; short-covering
positive,"http://www.marketwatch.com/story/august-gold-up-7-or-06-to-125250oz-2017-07-21August gold up $7, or 0.6%, to $1,252.50/oz"
negative,http://www.marketwatch.com/story/gold-drops-from-a-1-year-high-to-its-lowest-level-in-a-week-2017-09-11Gold drops from a 1-year high to its lowest level in a week
positive,http://www.marketwatch.com/story/gold-futures-pare-gains-after-gdp-data-2012-07-27gold futures pare gains after gdp data
negative,"http://www.marketwatch.com/story/august-gold-off-02-at-124310oz-2017-06-30August gold off 0.2% at $1,243.10/oz."
negative,https://www.moneycontrol.com/news/business/markets/-1360675.htmlgold bounces off six-month low; jewellers buy
positive,"http://www.marketwatch.com/story/gold-turns-positive-after-retail-sales-inflation-reports-2016-08-12Gold turns positive after retail sales, inflation reports"
negative,https://www.moneycontrol.com/news/business/markets/-1813389.htmlgold falls from one-week high; etfs slip
negative,http://www.marketwatch.com/story/gold-deepens-pullback-from-nearly-8-week-highs-as-dollar-index-stabilizes-2017-08-03Gold posts back-to-back loss as jobs report looms
negative,http://www.marketwatch.com/story/gold-weighed-by-firm-dollar-despite-margin-cut-2012-02-10gold ends lower as greece delay hits commodities
negative,http://www.marketwatch.com/story/gold-turns-lower-on-bernanke-comments-2010-08-27gold turns lower on bernanke comments
negative,http://www.marketwatch.com/story/metals-indexes-mirror-golds-decline-to-close-broadly-lower-2005-10-03metals indexes mirror gold's decline to close broadly lower
positive,http://www.marketwatch.com/story/gold-futures-up-550-at-635-an-ounce-2006-07-19gold futures up $5.50 at $635 an ounce
positive,"http://www.marketwatch.com/story/gold-prices-post-a-gain-for-the-session-up-23-for-the-week-2017-10-13Gold prices post a gain for the session, up 2.3% for the week"
negative,http://www.marketwatch.com/story/gold-futures-close-almost-13-lower-silver-loses-nearly-14-2006-04-20gold futures close almost $13 lower; silver loses nearly 14%
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-climb-to-rs-27383-per-10-gm/article9449058.eceGold futures climb to Rs 27,383 per 10 gm"
positive,"http://www.marketwatch.com/story/gold-swerves-between-gains-and-losses-at-1802-2011-08-29gold swerves between gains and losses; at $1,802"
positive,https://www.moneycontrol.com/news/business/markets/gold-rises10-month-lows-as-dollar-sags-919664.htmlgold rises from 10-month lows as dollar sags
negative,"http://www.marketwatch.com/story/gold-prices-and-stocks-weakengold prices, stocks weaken"
positive,https://www.metalsdaily.com/link/275325/technical-gold-has-another-solid-up-day-eight-higher-days-in-a-row.htmtechnical : gold has another solid up day. eight higher days in a row.
positive,"http://www.marketwatch.com/story/gold-gains-moving-further-above-1300-2014-06-20gold holds above $1,300 friday, gains 3.3% for week"
positive,http://www.marketwatch.com/story/gold-prices-could-soar-if-donald-trump-says-any-one-of-these-five-things-2017-01-18Gold prices could soar if Donald Trump says any one of these five things
negative,"https://economictimes.indiatimes.com/markets/commodities/gold-futures-slide-on-weak-global-cues-profit-booking/articleshow/50963835.cmsgold futures slide on weak global cues, profit booking"
negative,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-lower-angel-commodities-22-2424221.htmlGold prices to trade lower: Angel Commodities
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-per-gram-check-out-current-gold-price-per-gram/articleshow/61063627.cmsgold rate per gram: check out current gold price per gram
positive,https://economictimes.indiatimes.com/markets/commodities/seasonal-demand-pushes-up-gold-by-rs-375-silver-by-rs-400/articleshow/10440725.cmsseasonal demand pushes up gold by rs 375; silver by rs 400
none,https://www.thehindubusinessline.com/markets/commodities/buy-comex-gold-at-125055oz/article9717856.eceBuy Comex gold at $1250-55/oz
negative,http://www.marketwatch.com/story/april-gold-touches-two-week-low-of-558oz-2006-02-07april gold touches two-week low of $558/oz
positive,"http://www.marketwatch.com/story/gold-for-june-delivery-settles-320-or-03-higher-at-125120oz-2017-03-31Gold for June delivery settles $3.20, or 0.3%, higher at $1,251.20/oz."
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-gain-on-stimulus-physical-purchases/articleshow/17021819.cmsgold gain on stimulus, physical purchases"
positive,http://www.marketwatch.com/story/gold-prices-extend-gain-after-march-jobs-figures-2017-04-07gold prices extend gain after march jobs figures
none,https://economictimes.indiatimes.com/articleshow/1387250.cmsneed liberalisation of gold mkt: kenny
negative,"http://www.marketwatch.com/story/august-gold-falls-2130-or-17-to-settle-at-125460oz-2017-06-15August gold falls $21.30, or 1.7%, to settle at $1,254.60/oz"
positive,http://www.marketwatch.com/story/philadelphia-goldsilver-index-up-2-to-end-at-11447-2005-09-29philadelphia gold/silver index up 2% to end at 114.47
negative,"http://www.marketwatch.com/story/april-gold-trades-at-122360-oz-down-220-or-02-2017-02-14April gold trades at $1,223.60 /oz, down $2.20, or 0.2%"
none,https://www.moneycontrol.com/news/business/stocks/-1296269.htmlSupport for MCX Gold Dec at Rs 28250: Kotak Commodity
negative,http://www.marketwatch.com/story/gold-ends-down-on-the-day-but-rises-in-october-2009-10-30gold ends down on the day but rises in october
positive,"http://www.marketwatch.com/story/gold-settles-at-6-week-high-up-about-1-for-the-week-2017-06-02Gold settles at 6-week high, up about 1% for the week"
negative,https://www.thehindubusinessline.com/markets/gold/Gold-futures-fall-marginally-on-global-cues/article20881202.eceGold futures fall marginally on global cues
negative,https://www.moneycontrol.com/news/business/commodities/gold-falls-as-dollar-strengthens-on-fed-rate-hike-comments-3226651.htmlGold falls as dollar strengthens on Fed rate hike comments
negative,"http://www.marketwatch.com/story/gold-futures-close-lower-end-winning-streak-2004-03-24gold futures close lower, end winning streak"
positive,http://www.investing.com/news/commodities-news/gold-shoots-up-on-dovish-fed-march-meeting-minutes-276700Gold shoots up on dovish Fed March meeting minutes
positive,https://www.metalsdaily.com/link/287714/commerzbank-gold-hits-five-month-high-on-multiple-factors.htmcommerzbank : gold hits five-month high on multiple factors
positive,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-higher-today-angel-commodities-13-2580499.htmlGold prices to trade higher today: Angel Commodities
negative,https://www.moneycontrol.com/news/business/markets/-1314449.htmlIndia gold down 1% on recovering rupee; silver down 3%
positive,http://www.marketwatch.com/story/gold-prices-log-highest-settlement-in-two-and-a-half-weeks-2017-03-20Gold prices log highest settlement in two-and-a-half weeks
neutral,http://www.investing.com/news/commodities-news/gold-little-changed-near-7-week-low-on-weak-technical-picture-274944gold little changed near 7-week low on weak technical picture
none,https://www.metalsdaily.com/link/278006/charts-will-gold-price-breakout-3-things-to-watch.htmcharts : will gold price breakout? 3 things to watch
positive,http://www.marketwatch.com/story/spot-gold-quoted-at-46110-in-asia-trade-2005-11-03spot gold quoted at $461.10 in asia trade
negative,"http://www.marketwatch.com/story/gold-holds-at-two-month-lows-ahead-of-job-market-snapshot-2016-08-31Gold futures fall, notch first monthly decline since May"
positive,"http://www.marketwatch.com/story/gold-fields-1st-period-net-up-on-price-tax-credit-2012-05-17gold fields 1st-period net up on price, tax credit"
positive,"http://www.marketwatch.com/story/dec-gold-settles-at-127360oz-up-990-or-08-2016-10-25dec. gold settles at $1,273.60/oz, up $9.90, or 0.8%"
negative,http://www.marketwatch.com/story/gold-for-december-delivery-ends-down-1250-at-814-an-ounce-2007-11-27gold for december delivery ends down $12.50 at $814 an ounce
positive,https://www.moneycontrol.com/news/business/commodities/gold-inches-up-as-retreat-of-bond-yields-weigh-on-dollar-3028531.htmlGold inches up as retreat of bond yields weigh on dollar
negative,"http://www.marketwatch.com/story/fresnillo-wary-of-gold-silver-price-drops-2013-04-18fresnillo wary of gold, silver price drops"
negative,"https://www.thehindubusinessline.com/opinion/columns/gnanasekaar-t/If-gold-dips-to-1305-10oz-buy/article20811112.eceIf gold dips to $1,305-10/oz, buy"
positive,http://www.marketwatch.com/story/gold-gains-more-than-37-for-the-day-to-end-the-week-up-11-2008-11-14gold gains more than $37 for the day to end the week up 1.1%
none,http://www.marketwatch.com/story/4-better-dollar-hedges-than-gold-2012-10-234 better dollar hedges than gold
negative,"https://economictimes.indiatimes.com/news/economy/indicators/september-trade-deficit-dips-to-6-76-billion-gold-imports-decline-sharply/articleshow/23793086.cmsseptember trade deficit dips to $6.76 billion, gold imports decline sharply"
negative,"https://www.moneycontrol.com/news/business/markets/-1753277.htmlgold, silver extend losses on selling and global cues"
positive,http://www.marketwatch.com/story/june-gold-up-790-at-63120oz-after-63270-high-2006-04-19june gold up $7.90 at $631.20/oz after $632.70 high
negative,"http://www.marketwatch.com/story/gold-closes-lower-as-inflation-euro-fears-abate-2010-07-19gold closes lower as inflation, euro fears abate"
negative,"https://www.moneycontrol.com/news/business/markets/gold-futures-fall-0-30-percent-on-profit-booking-global-cues-2494587.htmlGold futures fall 0.30 percent on profit-booking, global cues"
positive,http://www.marketwatch.com/story/gold-futures-climb-past-740-in-morning-dealings-2007-09-20gold futures climb past $740 in morning dealings
positive,"http://www.marketwatch.com/story/us-stocks-pushing-modestly-higher-amid-treasury-gold-buying-2010-09-14us stocks pushing modestly higher amid treasury, gold buying"
negative,"https://economictimes.indiatimes.com/news/economy/indicators/rupee-strengthens-gold-prices-plunge/articleshow/2721640.cmsrupee strengthens, gold prices plunge"
positive,http://www.marketwatch.com/story/gold-prices-end-higher-for-first-time-in-three-sessions-2004-04-06gold higher after two losing sessions
positive,https://economictimes.indiatimes.com/articleshow/2003309.cmsgold rises for second day
negative,"https://www.thehindubusinessline.com/markets/gold/gold-silver-futures-fall-on-global-cues/article7402868.eceGold, silver futures fall on global cues"
positive,http://www.marketwatch.com/story/gold-churns-near-unchanged-as-haven-assets-snubbed-2016-09-29Gold stages late-session pivot to end higher as U.S. stocks tumble
none,https://www.metalsdaily.com/link/278681/india-jewellers-see-15-growth-in-akshaya-tritiya-sales-despite-higher-gold-prices.htmindia : jewellers see 15% growth in akshaya tritiya sales despite higher gold prices
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-surges-on-positive-global-cues-seasonal-buying/articleshow/52043582.cmsgold surges on positive global cues, seasonal buying"
none,http://www.marketwatch.com/story/barrick-gold-upped-to-sector-outperformer-at-cibc-2005-03-07barrick gold upped to 'sector outperformer' at cibc
negative,http://www.marketwatch.com/story/gold-futures-end-lower-after-record-week-2009-10-09gold futures end lower after record week
negative,https://www.moneycontrol.com/news/business/markets/-1293933.htmlMCX GOLDPETAL Jan contract trading lower
negative,https://www.thehindubusinessline.com/markets/gold/gold-steady-as-trade-hopes-offset-fed-stance/article25947826.eceGold edges lower on improved risk appetite
negative,"https://www.thehindubusinessline.com/markets/gold/gold-silver-slump-on-weak-demand/article23087293.eceGold, silver slump on weak demand"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-31343-on-global-cues/article20509711.ece1Gold futures fall to Rs 31,343 on global cues"
none,https://www.moneycontrol.com/news/business/markets/-1356557.htmlgold prices: mcx gold december contract trades flat
